,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,欣技資訊股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,試算表(IFRS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
製表日期：,14/03/14,,17:44:31,,,幣別：,NTD,,,,,單    位：,元,,,,,,期    間：2013/01-2013/12,,,,,,,製表者：,tiptop,,頁次：,,1/15,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,期初餘額,,,,,,本期異動,,,,,,異動筆數,,,,期末餘額,,,,,,,,
科目名?,,,,,,,,,借方,,貸方,,,,借方,,,貸方,,,借方,貸方,,,借方,,,貸方,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
採用權益法之投資-GMBH,,,,,,,,,"11,172,571",,0,,,,"5,664,189",,,"4,497,795",,,15,12,,,"12,338,965.00",,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
採用權益法之投資-欣技醫電,,,,,,,,,"16,549,393",,0,,,,"30,446,325",,,"32,360,914",,,7,17,,,"14,634,804.00",,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
採用權益法之投資-UK,,,,,,,,,"5,982,961",,0,,,,"42,251",,,"62,908",,,5,6,,,"5,962,304.00",,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
採用權益法之投資-欣晉,,,,,,,,,"32,970,753",,0,,,,"18,494,097",,,"39,320,770",,,5,9,,,"12,144,080.00",,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
預付投資款-USA,,,,,,,,,0,,0,,,,0,,,0,,,0,0,,,0.00,,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
預付投資款-EMEA,,,,,,,,,0,,0,,,,0,,,0,,,0,0,,,0.00,,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
預付投資款-SAMOA,,,,,,,,,0,,0,,,,0,,,0,,,0,0,,,0.00,,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
預付投資款-GMBH,,,,,,,,,0,,0,,,,"4,761,196",,,"4,761,196",,,2,2,,,0.00,,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
預付投資款-欣技醫電,,,,,,,,,0,,0,,,,"30,000,000",,,"30,000,000",,,1,1,,,0.00,,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
預付投資款-其他,,,,,,,,,0,,0,,,,"47,650,000",,,"47,650,000",,,1,1,,,0.00,,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
以成本衡量之金融資產-非流動,,,,,,,,,"13,061,917",,0,,,,"7,963,640",,,"15,927,280",,,1,2,,,"5,098,277.00",,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
累計減損-以成本衡量之金融資產-非流動,,,,,,,,,0,,"11,055,101",,,,"22,110,202",,,"11,055,101",,,4,2,,,0.00,,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
累計減損-採用權益法之投資,,,,,,,,,0,,0,,,,"5,962,304",,,"11,924,608",,,1,2,,,0.00,,,"5,962,304.00",,,,,
土地成本,,,,,,,,,"57,996,381",,0,,,,0,,,0,,,0,0,,,"57,996,381.00",,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
土地-重估增(減)值,,,,,,,,,0,,0,,,,0,,,0,,,0,0,,,0.00,,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
房屋及建築成本,,,,,,,,,"55,335,523",,0,,,,0,,,0,,,0,0,,,"55,335,523.00",,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
累計折舊-房屋及建築,,,,,,,,,0,,"14,596,801",,,,0,,,"988,128",,,0,12,,,0.00,,,"15,584,929.00",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
機器設備成本,,,,,,,,,"19,429,929",,0,,,,"797,000",,,0,,,2,0,,,"20,226,929.00",,,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
模具設備成本,,,,,,,,,"128,622,241",,0,,,,"22,739,900",,,"3,528,543",,,73,30,,,"147,833,598.00",,,0.00,,,,,
